,title,description,tag,showDate,creators,contributor,page_url,img_url,time_length,hot_score,content_id
56,绝配酥心唐,该剧改编自漫画《我被总裁黑上了》，讲述了当红女团偶像唐苏被误会雪藏，爆肥50斤后意外成为娱乐集团总裁皇甫诀的贴身保姆，岂料脸盲的皇甫诀竟然是偶像唐苏的头号黑粉！于是两人上演了一场惊心动魄的二哈霸总“黑上”脱线女团的极致恋爱故事。,网剧;都市;自制,2023-3-1,[],"['王艺瑾', '邓凯（演员）', '陈鑫海', '林妍柔', '赵一博', '李昊臻', '陈松伶', '高蓓蓓']",http://www.iqiyi.com/v_1upd8l3zd2k.html,http://pic7.iqiyipic.com/image/20230403/1f/3a/a_100478690_m_601_m15_579_772.webp,1372,1310,6865436679939200
57,脸盲少女的未知爱情,少女鹿回是一个天生的重度脸盲症患者，习惯与人保持距离。德诚大学国际交流生朗承舟返校第一天就解救了被质疑抄袭的鹿回，没想到却被鹿回“三遇帅哥而不认”，不由得陷入深深的自我怀疑。朗承舟发誓要让鹿回拜倒在他的魅力之下，却被鹿回的坦率真诚、乐观善良打动，在接近鹿回的过程中先行沦陷。火力全开的朗承舟对鹿回展开了猛烈的追求攻势，在发现鹿回脸盲的秘密后更是化身男友力爆棚的骑士守护鹿回，并想尽办法让脸盲的鹿回记住自己。不知不觉中，他已经成为鹿回眼中特别的人。仿佛是命运的暗中指引，早有渊源的两人坠入爱河，一段百般波折但早已命中注定的恋爱大戏就此上演。,网剧;青春;言情,2023-7-13,"['李佳璇', '安芷葳']","['段奥娟', '陈博豪', '吕昀峰', '沈莹', '张心怡', '熊稳稳']",http://www.iqiyi.com/v_1syllyr5sns.html,http://pic0.iqiyipic.com/image/20230727/7f/56/a_100526433_m_601_m13_579_772.webp,1710,1366,6479594907112500
58,今日宜加油,企划三部曾是高发电子公司内部最神秘和风光的部门，但近三年却因屡次提出不靠谱的企划而导致地位一落千丈。但是企划三部的众人却以各自的方式，演绎着“平凡奋斗者”的生活。无论是职场“黑洞”李天然，还是追求内心平和淡然的女孩范思思，抑或是冷面热心肠的吴意美、选择奋斗不做纨绔子弟的白马帅，他们有自己的梦想、有自己的执着，也有对企划三部的深厚感情。他们和同事一起进步，陪公司一同成长。虽然面临着副董的故意挑刺、企划一部的竞争，但他们用努力一次次成功化解了危机，使企划三部重回巅峰，也让自己在笑中带泪的职场生活中成长，收获了珍贵的爱情与友情。,都市;喜剧,2023-2-21,[],"['郑恺', '陈钰琪', '王鹤棣', '张绍刚', '梁超', '钟丽丽', '合文俊', '吴亚衡（男）']",http://www.iqiyi.com/v_1vi7oe4eiqs.html,http://pic4.iqiyipic.com/image/20230628/6e/01/a_100517301_m_601_m15_579_772.webp,1404,2537,6806076407182600
59,我们的日子,二十世纪八十年代初，闳光机械厂家属院住着家庭模式各不相同的几家人，刘淑霞王宪平性格迥异但彼此包容；东方玉树傅莹日子艰难但乐在其中；杨大山方慧则过着令人羡慕的优渥生活。三个家庭在同一天诞下孩子王雪花、东方宏及杨思宇。伴随着孩子们的成长，属于他们的故事缓缓拉开帷幕，孩子们经历着关于亲情、友情和爱情的考验，而大人们也要面对关于事业、婚姻与家庭的难题。恩怨情仇将他们维系在一起。尽管生活让人跌跌撞撞，但所有人都努力的在平凡的生活中寻找属于自己不平凡的幸福。,都市;家庭,2023-2-6,['娟子 编剧'],"['李小冉', '李乃文', '周依然', '周奇', '宋春丽', '孙浩', '齐襄', '任帅']",http://www.iqiyi.com/v_2eh6rtrc3bw.html,http://pic9.iqiyipic.com/image/20230628/e4/33/a_100497312_m_601_m35_579_772.webp,2734,1767,8803469367918000
60,妈咪的反攻,五年前，云轻轻在遭受丈夫出轨，孩子夭折的双重打击后，绝望出走。五年后，成为顶级模特和知名服装设计师的她，复仇归来，并以保姆潜入姜家，寻找复仇的关键——一把证明所有真相的钥匙，从此开启了模特和保姆的双面人生。作为模特，她报复继妹云渺渺，频频打脸，作为保姆，她一一化解姜翎的刻意刁难，还撩得他面红耳赤。而这一切的背后，离不开萌宝安安的鼎力相助，制造机会让云轻轻与姜翎亲密接触，是他们破镜重圆的最强助攻。最终，相爱相杀的夫妻二人逐渐意识到，五年前的一切都是一场精心设计的误会，而幕后黑手不止一人……,网剧;都市;剧情,2023-2-24,"['吕姝欣', '宋晓']","['赵一博', '李博洋', '张紫淋（演员）', '李宗霖（演员）', '崔力戈', '仲昭熙']",http://www.iqiyi.com/v_2b74qa2rv2o.html,http://pic0.iqiyipic.com/image/20230628/f7/a3/a_100529182_m_601_m20_579_772.webp,754,1280,8569236940408700
61,龙城,郑家三个堂姐弟从小胜似亲生，堂姐郑东霓因父母关系过于恶劣，性格叛逆张扬，向往他乡，在屡屡折翼后终于远嫁德国，临走前想拆散堂弟郑西决与女友陈嫣，带西决去国外。郑西决因自幼父母双亡，被三叔三婶养大，一心留在龙城向大家庭报恩。西决帮助遭遇不公的小叔改变生活，自己却蒙受刻骨铭心的失恋，好在东霓的闺蜜江薏适时出现，二人逐渐建立情感。郑东霓与博士丈夫方靖晖的婚姻演变成鸡毛鸭血，一场离婚夺子大战从国外打到龙城，好斗的东霓在经历父亲病倒、母亲去世后精疲力尽，全靠西决照顾。堂妹郑南音从小有完美家庭，哥姐保护，为反抗母亲管束刚上大学就领了结婚证，没想到校园夫妻百事哀，时时要回大家庭养伤。郑西决对姐妹俩的呵护令江薏难以接受，她要西决离开龙城，二人关系走到绷断边缘……姐弟三人从各自的原生家庭走出，都要为原生家庭印记“买单”，但又不断出现新的挫折，最终他们理解了西决的“温暖无用”，正是这种看似无用的关爱与守望，才是家的真谛，是成长的源泉。,都市;剧情;自制,2023-4-15,[],"['马伊琍', '白宇', '刘琳', '李婷婷', '高鑫', '节冰', '焦刚', '刘陆']",http://www.iqiyi.com/v_eg17y7mt4k.html,http://pic6.iqiyipic.com/image/20230516/02/98/a_100494633_m_601_m23_579_772.webp,2739,2198,1481299510197400
62,回响,女主人公冉咚咚在侦破凶案过程中，无意间发现丈夫私自开房的线索，于是，她既要侦破案件又要侦破感情的谜团，两条线上的心理较量同时展开。,都市;悬疑,2023-3-16,[],"['宋佳', '王阳', '包贝尔', '吴优', '朱雨辰', '董洁', '啜妮', '侯雯元']",http://www.iqiyi.com/v_1vxy9fa2d74.html,http://pic2.iqiyipic.com/image/20230630/7f/c7/a_100523861_m_601_m30_579_772.webp,3526,2558,7026672015229500
63,心想事成,讲述了孙心、孙想这对性格迥然不同的姐妹，在自由拼搏与平淡安稳中忠于本心，追寻美好生活的故事。,剧情;家庭;言情,2023-3-9,[],"['毛晓彤', '张俪', '李泽锋', '王子异', '张凯丽', '孙松', '金珈', '虞金泽']",http://www.iqiyi.com/v_dyn9za8iks.html,http://pic7.iqiyipic.com/image/20230628/f7/09/a_100530532_m_601_m9_579_772.webp,2733,1353,1544670612124000
64,不就是拔河么,"曾经的足球新星郭炎因意外放弃梦想，转而考入明承大学，开学后与爱较劲的“训练标兵”薛天误打误撞走红校园，因而被教练雷明看中。而“不靠谱”教练雷明为保工作，召集了8个各有私心的新人学生组成战队，开办冷门社团明承大拔河队。一群大多毫无运动基础的新人，在雷明的临时起意下，准备冲击拔河专业赛事——新星赛。
初战果然惨败遭讽，这群在校毫无存在感的普通人，由此打起“咸鱼翻身”战，一路磕绊成长，他们虽然性格各不相同，却有着相同的目标、对于胜利的渴望以及不服输不怕输的精神。在收获友情的同时，会如何继续遵从初心，完成彼此的约定？",网剧,2023-4-18,"['张 璐', '袁国新', '王安安', '李子峘']","['陈靖可', '易大千', '印小天', '林昕宜', '马渝捷', '尤浩然', '雷丰瑞', '周政杰']",http://www.iqiyi.com/v_1nr4hld6cl0.html,http://pic1.iqiyipic.com/image/20230630/38/1e/a_100533474_m_601_m14_579_772.webp,2692,967,6186002206970200
65,闺中蜜友,段若男和樊晓薇本是无话不谈的好友，在闺蜜遭受渣男背叛后，若男把晓薇带回家和男友一起生活，却没想到因三人同居，晓薇和若男的男友黎骁产生了禁忌之恋，背着若男搞起了地下恋情，就在若男和黎骁的恋爱纪念日时，三人的情感纠缠浮出水面，昔日的闺蜜一朝之间势成水火关系，若男悲伤离开。可好景不长，黎骁和樊晓薇当激情渐渐褪去，极度缺乏安全感的晓薇开始表现出对黎骁近乎变态的控制欲，让黎骁喘不过气。一次意外若男和黎骁再次相遇，三人再次牵涉在一起，厌倦了晓薇控制欲的黎骁对若男旧情复燃和晓薇提出了分手，晓薇把一切的罪过都怪在了若男身上，于是加入了若男的新公司开始了复仇计划,,2023-4-6,['熊方'],"['刘泳希', '刘承林']",http://www.iqiyi.com/v_s3qlcs3wy8.html,http://pic1.iqiyipic.com/image/20230628/3b/83/a_100532192_m_601_m10_579_772.webp,681,927,2909956884955900
66,骑着鱼的猫,出身乡野的野生少女施花花，身怀武艺、精通“十八般武艺”，在独自下山历练途中，应下师傅“九九八十一善”的承诺。初入大都市，误打误撞闯成为企业代言人，并行侠仗义救下双面霸总周知斐。而这位霸总正因陷入家族争斗焦头烂额、引发内心创伤复现。一份看似偶然却又充满命运奇缘的故事就此展开。两人反差极强的成长环境、生活态度、生活方式，在互相碰撞中得到和谐和治愈，在亲情、友情、爱情的包围和循环中，两人最终都完成了各自的成长命题，成就了一段最适合对方的美好爱情。,网剧;青春;偶像,2023-2-14,['陈希（女）'],"['吕小雨', '罗正', '林妍柔', '张达塬', '叶皓然', '蓝曼予', '张层层', '周峻宇']",http://www.iqiyi.com/v_1y3pbpu8o3w.html,http://pic7.iqiyipic.com/image/20230628/f3/01/a_100516017_m_601_m18_579_772.webp,1981,2488,7105284268136800
67,卧底警花,以缉毒干警亲身经历为依据，讲述了初入警队的夏海蓉面对高压危险的缉毒行动机智勇敢发挥自己擅长伪装的特长将一个个毒贩绳之以法，也因此成了卧底毒贩集团的不二人选，勇于挑战的夏海蓉也决定深入虎穴，在危机四伏的毒贩集团中寻求一网打破的机会。,罪案,2023-5-12,[],"['鲁诺', '田小洁']",http://www.iqiyi.com/v_cvp7qnoets.html,http://pic1.iqiyipic.com/image/20230630/8e/6f/a_100535405_m_601_m5_579_772.webp,2584,2113,1355359472146300
68,疯狂剧团,一年前，演员林小豪向女友车车求婚，遭到拒绝，车车不辞而别。令人意外的是，两人的再次相逢，竟然是在剧场的舞台上。林小豪第一次饰演男一号，搭档突发疾病，新来剧团报道的车车临时顶戏。林小豪心结未解，两人还必须饰演深爱的情侣。车车为了争取这次表演的机会从而留在剧团，找到林小豪向他坦白了自己当年离开的原因。林小豪谅解，两人成为朋友，搭档出演的话剧也受到了一致好评。后两人接二连三的饰演了不同类型的情侣，被观众们评为“剧场情侣“。两人在工作中配合越来越默契，生活中也渐生情愫。最终，林小豪守得云开见月明，与车车有情人终成眷侣。,网剧,2023-6-23,"['何念', '肖诗瑶']","['郭晓婷', '陈信喆', '张钟仪', '薛宇槟', '刘炫锐', '李梓溪']",http://www.iqiyi.com/v_13nh4sw5v2c.html,http://pic8.iqiyipic.com/image/20230630/aa/0c/a_100535541_m_601_m9_579_772.webp,2716,526,4006517598772200
69,盲少爷的小女仆,任浩铭，作为任家最受器重的长子，纵横商场无敌手。但他最近实惨，因为一场车祸双目失明，变成一个吃饭洗澡都需要人帮忙的大冤种！更惨的是，与别有用心的阮清恬定了婚约！两人同居以主仆相称，不过这个女仆做饭做不好，洗澡帮不了，任浩铭的眼睛更疼了！这个家霸总不像霸总，仆人不像仆人！任浩铭他这小子惨了，坠入爱河了！,都市;家庭,2023-1-9,['牟思颖'],"['林柏叡', '严智超', '吴骏超']",http://www.iqiyi.com/v_2f1yrmfsyl4.html,http://pic6.iqiyipic.com/image/20230628/1c/e1/a_100526358_m_601_m8_579_772.webp,659,1311,8756943748739700
70,烽火硝烟里的青春,该剧通过八路军战士肖云飞、邢燕如、文书怀、蔡秀琴等，串联起抗日战争中发生在燕赵大地的可歌可泣、广为流传的抗日故事，比如雁翎队、敌后武工队、狼牙山五壮士、回民支队、地道战、地雷战等，让人们重温那段用我们血肉筑成新长城的烽火连天的年代，塑造出一群让人荡气回肠的抗日英雄形象。,战争;年代,2023-2-6,[],"['严屹宽', '单英哲', '董艺薇', '董永', '郑爽(大)', '景岗山', '佟瑞欣', '李华']",http://www.iqiyi.com/v_22ibbzenzio.html,http://pic7.iqiyipic.com/image/20230628/72/d2/a_100528186_m_601_m13_579_772.webp,2704,1103,7484708714306300
71,人设,即将大学毕业的憨直理科男尚鑫，意外的进入影视行业，且一炮而红，面对突如其来的名利，尚鑫有些无所适从，在公众的聚焦和追捧下，尚鑫也有些飘飘然，初尝名利滋味的他，疯狂又享受着这一切。然而狂欢的热情褪去后，尚鑫却发现成名的代价就是要抛开以前的自我，服从公司安排塑造新的人设，他不能和过去的朋友有太多牵连，也要处处提防无孔不入的媒体。尚鑫被戴上了面具，迷失在公司为他打造的人设里。困于人设之中的，不只是尚鑫，每个人都在负重前行。导演王子齐和编剧章琳一直以模范夫妻形象面对公众，而背后却是家庭生活的死气沉沉。明星张一因为工作原因，频繁和王子齐见面，张一的热情直爽如同一团火，点燃了导演王子齐心中深埋已久的热情。,网剧;剧情;喜剧,2023-2-7,['韩金兔'],"['嘎嘎冯满', '李觅尔', '张昊玥', '李悟（演员）', '杜胤伟', '张璐瑶', '马小茜', '闵春晓']",http://www.iqiyi.com/v_15iqbue09ek.html,http://pic3.iqiyipic.com/image/20230629/8d/bb/a_100528128_m_601_m9_579_772.webp,2628,439,4097162339484400
72,暗战风云,深夜，市公安局被告之，在上海发现了正在追查的临海市九洲机械厂厂长张东海的尸体。新中国刚刚成立，打仗出身的副局长林笑海顿感事态严重。他知道国民党中统、军统特务组织，以各种手段寻觅苏联援助的MIG军用发动机图纸，甚至计划炸毁九洲厂。于是为了绝密情报，每个隐藏在红旗暗处的黑影丧心病狂、不顾一切，临海市暗流涌动，乌云密布，惊心动魄。而猎人已经布下陷阱，林笑海利用MIG的假情报，不但成功的保护了九洲厂，而且还一一挖出了潜伏在临海市的各个角落的敌特分子。一批新中国军人、干部，为了守护党的胜利果实，保护国家利益不受侵犯，一场明争暗斗，生死较量正在殊死搏斗中进行。敌人没有走，他们的使命就永远没有结束。,战争;年代,2023-6-22,[],"['安泽豪', '邱心志', '王奎荣', '李修贤', '铁鹤', '王乙竹']",http://www.iqiyi.com/v_konb0sltk8.html,http://pic2.iqiyipic.com/image/20230630/91/22/a_100538018_m_601_m5_579_772.webp,2710,2238,1974631506637700
73,再造之恩,温良贤淑的富家小姐楚玉荷，身不由己嫁入深宅大院，操持家业赈济百姓，一度和土匪武装势同水火，却阴差阳错成了土匪首领。爱过她的家院侍卫百子离她而去，加入革命队伍，成长为解放军的侦查排长，领命剿匪。土匪在解放军面前溃不成军，楚玉荷屡屡逃脱之后，终于被百子亲手抓获。她的传奇故事惊动了党中央，毛主席亲自批示枪下留人。为报共产党的不杀之恩，楚玉荷转而配合解放军剿匪，战斗中他们经历了生死考验。,年代,2023-6-6,[],"['万潼', '万思维', '姜艺声', '邓凯匀']",http://www.iqiyi.com/v_1d6n7vyx5ug.html,http://pic6.iqiyipic.com/image/20230630/6f/f8/a_100537217_m_601_m5_579_772.webp,2712,2828,5007620576734900
74,库尔班大叔和他的子孙们,该剧讲述了解放前库尔班一家身为塔西巴依家农奴，被欺压被剥削的悲惨生活，到新中国成立，中国人民解放军接管于田县，库尔班与他的家人从农奴到翻身做主人，分到了田地，帮助解放军打击残留土匪间谍的破坏活动，库尔班从农奴到成为农会主席、劳动模范，去北京得到毛主席亲自接见的世纪故事。库尔班的重孙女茹克亚姆继承遗志，成为一名海军战士。茹克亚姆将新疆的发展变化，各民族团结一心的美好生活写信告诉了习总书记，并得到了总书记的回信。这是库尔班家的传家宝，要永远铭记共产党解放军的恩情。,谍战;年代,2023-4-9,[],"['库尔班江．吐尔达洪', '张子健', '尚铁龙', '陈丽娜']",http://www.iqiyi.com/v_1ysj989759o.html,http://pic7.iqiyipic.com/image/20230628/44/dd/a_100532819_m_601_m3_579_772.webp,2729,913,7317858218035200
75,平原上的摩西,该剧根据双雪涛同名小说改编，在跨越两个时代的奔流中，一桩未决的罪案浮现，打破了小城的平静。,年代;罪案;悬疑,2023-1-16,[],"['董子健', '海清', '邱天（小）', '董宝石', '张晨（演员）', '梁景东', '王铮（男）']",http://www.iqiyi.com/v_1ztrw7m67ug.html,http://pic9.iqiyipic.com/image/20230630/94/6d/a_100526821_m_601_m19_579_772.webp,4637,1486,7212774491887700
76,花戎,人间魏国，盛行修仙，长生对于大多数老百姓来说终是遥不可及。从小被视为扫把星的少女魏枝虽然缄默低调，性格却并不懦弱，她大胆参加了测仙缘根骨的成人礼。成人礼上，魏枝所在的三十六人组在鉴仙镜中照出凤凰身影，众人因此被一起送入白鹭书院深造，其中资质出众的魏家三小姐成为了凤凰血脉继承者的热门人选。书院中，老师炎越严厉之极，把一干锦衣玉食的公子小姐折磨得叫苦不迭。其实炎越乃是上界天君，下凡目的正是为了寻找凤凰血脉继承者，因为在传说中，凤凰是必将毁灭三界的可怕存在，杀死凤凰，既是炎越的使命，也是对他能否顺利即位天君的最大试炼。炎越因天律约束，无法干扰人间之事，却渐渐对聪慧顽强的魏枝产生了浓厚的兴趣。,古装;言情,2023-6-1,[],"['鞠婧祎', '郭俊辰', '刘冬沁', '陆婷玉', '马月', '张志浩', '宋昕冉', '聂子皓']",http://www.iqiyi.com/v_k9j4r3geds.html,http://pic8.iqiyipic.com/image/20230630/42/92/a_100465280_m_601_m22_579_772.webp,2733,4153,2034793945152700
77,加油吧！程序员,本剧主要讲述了程序员创业的搞笑故事。讲述了在万物互联的新时代下，一个是拥有技术天赋初入职场的程序员朱蒙，一个是互联网巨头罗峰翔。技术宅男朱蒙识破业内大佬罗峰翔的真正面目后。他决定摆脱资本的裹挟，为心中坚守的理想，开始创业征程。召集了一群能力超群、奇葩有趣的伙伴们，成立了宝葫芦科技公司。虽然宝葫芦在融资、产品开发和公司运营上走得磕磕绊绊，时刻经历生死存亡的考验。但是朱蒙始终坚守初心，带领大家不断成长，最终在智能驾驶技术上战胜了商业巨头，实现了用科技改变生活的人生目标，同时也收获了坚固的友情，领悟了创业真谛。,网剧,2023-4-26,"['郑子杨', '李海部', '商丙运']","['王润泽', '叶思浵', '冯晖', '肖旭']",http://www.iqiyi.com/v_1s4l0dqioak.html,http://pic9.iqiyipic.com/image/20230517/a2/1b/a_100534107_m_601_m8_579_772.webp,2269,461,6568635316330000
78,虫图腾,讲述了虫草堂名医潘俊与同为虫族五大家族后人一起寻找族人遗留线索，守护国家宝藏的故事。,年代;悬疑,2023-1-6,[],"['张铭恩', '胡冰卿', '吕昀峰', '阿丽亚', '张家鼎', '丁翔南', '于荣光', '刘威葳']",http://www.iqiyi.com/v_lq4dryys64.html,http://pic5.iqiyipic.com/image/20230628/c8/6f/a_100526232_m_601_m7_579_772.webp,2720,1165,2150305827071600
79,一代匠师,故事发生于山雨欲来的1911年即辛亥革命之年，福建莆田城内“六合堂”木雕名家廖氏家族，虽凭借业界公认的高超技艺世承皇恩，但却人丁寥落各怀心事。廖氏家族为宣统皇帝定制的龙椅三件套交货之时，却发现龙椅上的龙眼珠被人为破坏成为“有眼无珠”，廖氏家族面临满门抄斩的滔天大祸。廖府长子廖曦挺身而出勇担罪责，凭借匠心与巧妙构思再造龙珠，平息风波。但觊觎“六合堂”多年的奸邪小人刘天秋等人又屡次出手暗算，为救父亲廖曦只能背负罪名远走他乡。在流亡途中他在泉州遇到了红颜知己梅姨。为了重振廖家门楣、让精美的木雕技艺为世人所知，廖曦与梅姨这对相知相惜的伴侣，与官僚、军阀、日本侵略者等各方势力巧妙周旋、斗智斗勇，谱写了一曲可歌可泣的工匠精神之诗。,年代,2023-5-21,[],"['侯勇', '斓曦', '郭广平', '孙雪宁']",http://www.iqiyi.com/v_to28y2tl0g.html,http://pic0.iqiyipic.com/image/20230630/77/a5/a_100536180_m_601_m2_579_772.webp,2725,1482,3027073098743500
80,雪莲花盛开的地方,上世纪九十年代末，优秀大学毕业生欧阳南，积极响应国家号召自愿支援西藏建设。他到巴古乡强嘎村后，面临了一系列问题：生活不适应，和当地藏族同胞的观念冲突，以及经济发展中自己的环保思路如何实施等。他在老一辈援藏干部原十八军老战士黄中原的鼓励下，在援藏干部朗嘎县现任副县长马如云的支持下，在强嘎村新任村支书兼村主任格列朗杰帮助下，尤其是藏族姑娘琼卓玛的信任下，克服困难，兢兢业业，坚定信念，找准了自己的位置，把一个贫困落后闭塞的藏地农村建设转变成富裕先进发达的高原“小康村”，得到了藏族同胞和上级政府的认可。,农村,2023-5-5,[],"['巩峥', '曲尼次仁', '刘向京', '赵婷婷', '何政军', '沈丹萍', '杨童舒', '刘禹霆']",http://www.iqiyi.com/v_1s06qthyxcg.html,http://pic4.iqiyipic.com/image/20230630/f7/28/a_100535046_m_601_m9_579_772.webp,2725,1465,6594304623453500
81,黏人俱乐部,坐落于南城胡同的破产酒馆儿中，集中年危机之大成的老板龙哥无意间用歌声触发了老房东的神秘古董“八音盒”而让酒馆开启了一段段奇幻故事，同时也迎来了各路大神的粉墨登场，他们体会到了亲情的可贵、友情也需要表达、爱情要靠自己去争取，一群人为了让这个小破酒馆身价更高，使出了十八般武艺，不知不觉中大家也渐渐凝聚在了一起，从一开始的互不顺眼甚至到了能为他人牺牲一小下，在这里，不停上演着各种有笑也有泪悲欢离合故事。,奇幻;喜剧,2023-3-17,[],"['梁龙（乐队）', '李雪琴', '张亦驰', '田野（老四）', '冯力宪', '二手玫瑰乐队', '孙越', '小爱']",http://www.iqiyi.com/v_xvvz4zybzw.html,http://pic0.iqiyipic.com/image/20230605/4d/5f/a_100517613_m_601_m10_579_772.webp,3098,1408,3461846988133200
82,许你万家灯火,1986年，南斯拉夫核电专家莱曼来到东海核电考察，质疑中国建造核电站的能力，钳工叶家明和采购员林天诚投入东海核电的全面整改建设之中。同年，叶家明和林天诚各自的儿子叶启辰和林奇相继出生。东海核电建设过程中，林天诚受小人丁犁所害，被上级误会贪污。事件澄清后，林天诚愤而辞职前往美国，将儿子林奇留给叶家抚养。成年后的叶启辰和林奇先后进入研究院工作，在此期间，中国核电技术不断取得新突破。2011年，中国完全自主核电技术CP1000通过审核，但受日本福岛核事故爆发影响，核电项目被全面叫停。彼时，已成为国外某重要核电设备制造厂商的林天诚也回到国内，成为CP1000最大的竞争对手。面对困境，林奇、叶启辰等第三代核工业人在磨砺中探索新路。,都市,2023-3-1,[],"['郑业成', '刘芮麟', '李兰迪', '郭晓东', '海一天', '杨童舒', '安冬', '宋奕星']",http://www.iqiyi.com/v_24zwue4z83c.html,http://pic0.iqiyipic.com/image/20230630/7b/63/a_100529843_m_601_m11_579_772.webp,2725,944,7807981550962900
83,积极的生活吧,本剧故事围绕两位从小一起舞狮的小伙伴展开，“狮头-洛星星”和“狮尾-何阳光”两人童年一起长大，受爷爷影响自幼舞狮，后因意外导致洛家变故，随着何家出国致使两人分隔再无联系；多年后，已经更名换姓的洛星星代表天府大学来到新加坡维利大学交流，却恰巧与成年后的何阳光相逢，后何阳光借机追回国内，二人终于在老街巷口相遇；而此时看着被要债追打并独自照顾奶奶的洛星星，何阳光心里有无数疑问，而当他知道洛星星的坠落是因为自己而发生的意外，面对刚刚相认的洛星星，他这一次选择做洛星星坚强的后盾并默默弥补；后经过“小狮子”的创业成功和洛奶奶的生病离世，二人终于互相解开了心结，像“小狮子”一样，勇敢面对失去，积极地面对生活,网剧;青春;偶像,2023-1-16,['王赫槟'],"['木子洋', '吴幸键', '屠芷莹', '张宇柠']",http://www.iqiyi.com/v_2d2vulfp3v8.html,http://pic2.iqiyipic.com/image/20230629/49/13/a_100525850_m_601_m21_579_772.webp,1794,599,8663892510377400
